enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	DNA_Repair_Base_Excision	DNA Metabolism	DNA repair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	DNA_repair,_bacterial_RecFOR_pathway	DNA Metabolism	DNA repair	0	0	0	0	0	0	0.0107204116638079	2	0.0110864745011087	1	0	0	0.0106360348861944	2	0	0	0.0084051271275478	2	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0.0333788499468973	11	0.00921616515367955	2	0.0285341594651883	7	0.00447647611799991	1	0	0	0	0	0	0	0	0	0.0338043404773173	5	0.00464403473737984	1	0.0185960018596002	4	0	0	0	0	0.00925925925925926	1	0	0	0.0278904665314402	11	0.0066613375965894	1
Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0.0189083574940124	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00460808257683978	1	0	0	0	0	0.01041305102395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)	Cobalamin_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Sirohydrochlorin ferrochelatase (EC 4.99.1.4)	Heme_and_Siroheme_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555362721277334	16	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0.0535188654000535	2	0	0	0	0	0	0	0	0
Site-specific recombinase	Phage_integration_and_excision	Phages, Prophages, Transposable elements	Bacteriophage integration/excision/lysogeny	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0.00531801744309721	1	0	0	0	0	0.0294225818315557	8	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Site-specific tyrosine recombinase	Proteasome_bacterial	Protein Metabolism	Protein degradation	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0.0339520144861928	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122289254850807	3	0	0	0	0	0.0346560388147635	2	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0.0535188654000535	2	0	0	0	0	0.0050709939148073	2	0	0
Small acid-soluble spore protein, beta-type SASP	Small_acid-soluble_spore_proteins	Dormancy and Sporulation	Spore DNA protection	0	0	0.00630278583133745	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00676086809546346	1	0.00928806947475967	2	0	0	0.0566171266808209	4	0	0	0	0	0.0054611981868822	1	0	0	0	0
Sodium-dependent phosphate transporter	Phosphate_metabolism	""	Phosphorus Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285341594651883	7	0	0	0	0	0	0	0	0	0.00986923266716013	2	0	0	0.00928806947475967	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0066613375965894	1
Sodium/glutamate symport protein	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	0	0	0.0268010291595197	5	0	0	0	0	0	0	0	0	0.0042025635637739	1	0.00735564545788893	2	0	0	0.0281056773468241	1	0.0146327187591455	1	0	0	0	0	0	0	0.00460808257683978	1	0.00815261699005381	2	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0.0066613375965894	1
Sodium/glycine symporter GlyP	Glycine_cleavage_system	Amino Acids and Derivatives	Alanine, serine, and glycine	0	0	0	0	0	0	0.0107204116638079	2	0.0110864745011087	1	0.029708853238265	1	0.00531801744309721	1	0	0	0.0126076906913217	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921616515367955	2	0.0285341594651883	7	0	0	0.01041305102395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777777778	3	0	0	0.00253549695740365	1	0	0
Sodium/myo-inositol cotransporter	Inositol_catabolism	Carbohydrates	Sugar alcohols	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solanesyl diphosphate synthase (EC 2.5.1.11)	Polyprenyl_Diphosphate_Biosynthesis	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141542816702052	1	0	0	0	0	0	0	0	0	0	0
Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	Murein_Hydrolases	""	Cell Wall and Capsule	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0244578509701614	6	0	0	0	0	0.0346560388147635	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0267594327000268	1	0.00925925925925926	1	0	0	0.0050709939148073	2	0	0
Soluble pyridine nucleotide transhydrogenase (EC 1.6.1.1)	Phosphate_metabolism	""	Phosphorus Metabolism	0.0093257483913084	2	0.0504222866506996	8	0	0	0	0	0	0	0.029708853238265	1	0	0	0	0	0.0126076906913217	3	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0.00815261699005381	2	0	0	0.00347101700798334	1	0	0	0.00483418737310258	1	0.0197384653343203	4	0.00676086809546346	1	0.00928806947475967	2	0.0139470013947001	3	0.0141542816702052	1	0	0	0	0	0	0	0.0152129817444219	6	0.0066613375965894	1
Sorbitol operon transcription regulator	D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0.00531801744309721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542807796693807	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)	D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0.0268010291595197	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sortase A, LPXTG specific	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	""	Iron acquisition and metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103788271925272	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sortase A, LPXTG specific	Sortase	Cell Wall and Capsule	Gram-Positive cell wall components	0	0	0	0	0	0	0	0	0.0332594235033259	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027305990934411	5	0	0	0	0
SoxH protein, homolog	Sulfur_oxidation	""	Sulfur Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00345960906417575	1	0	0	0	0	0	0	0.0122289254850807	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0.0066613375965894	1
Spectinomycin 9-O-adenylyltransferase	Aminoglycoside_adenylyltransferases	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spermidine N1-acetyltransferase (EC 2.3.1.57)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054611981868822	1	0	0	0	0
Spermidine Putrescine ABC transporter permease component PotB (TC 3.A.1.11.1)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0.0489157019403228	12	0	0	0.0312391530718501	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185185185185	2	0	0	0.00253549695740365	1	0	0
Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00910332271279017	3	0	0	0.0163052339801076	4	0	0	0	0	0	0	0.00483418737310258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spermidine synthase (EC 2.5.1.16)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0.05941770647653	2	0	0	0	0	0.0126076906913217	3	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0.00460808257683978	1	0.0040763084950269	1	0	0	0.0173550850399167	5	0	0	0.00483418737310258	1	0.00986923266716013	2	0	0	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0.00760649087221095	3	0	0
SpoVS-related protein, type 4	SpoVS_protein_family	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
SpoVS-related protein, type 5	SpoVS_protein_family	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Spore coat protein A	Spore_Coat	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Spore cortex-lytic enzyme CwlJ	Spore_germination	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Spore cortex-lytic enzyme precursor	Sporulation_draft	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00986923266716013	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spore cortex-lytic enzyme, lytic transglycosylase SleB	Spore_germination	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Spore maturation protein A-like protein	Spore_Core_Dehydration	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spore maturation protein B	Spore_Core_Dehydration	""	Dormancy and Sporulation	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporulation initiation inhibitor protein Soj	Bacterial_Cytoskeleton	""	Cell Division and Cell Cycle	0	0	0.0315139291566873	5	0.00521131898483506	1	0.0321612349914237	6	0	0	0	0	0.0212720697723889	4	0.0339520144861928	3	0.0210128178188695	5	0	0	0	0	0.0281056773468241	1	0	0	0	0	0.0418760469011725	2	0.0242755272341071	8	0.00921616515367955	2	0.0489157019403228	12	0.0134294283539997	3	0.00347101700798334	1	0	0	0.0193367494924103	4	0	0	0.0135217361909269	2	0.00928806947475967	2	0.00929800092980009	2	0	0	0.0267594327000268	1	0.101851851851852	11	0	0	0.0101419878296146	4	0	0
Sporulation initiation phosphotransferase (Spo0F)	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Sporulation kinase C (EC 2.7.13.3)	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Squalene--hopene cyclase (EC 5.4.99.17)	CBSS-320388.3.peg.3759	Clustering-based subsystems	Carotenoid biosynthesis	0	0	0	0	0	0	0	0	0.0110864745011087	1	0	0	0.00531801744309721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173550850399167	5	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Squalene--hopene cyclase (EC 5.4.99.17)	Carotenoids	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Stage 0 sporulation protein J	Bacterial_Cytoskeleton	""	Cell Division and Cell Cycle	0	0	0	0	0	0	0	0	0.0221729490022173	2	0	0	0.00531801744309721	1	0	0	0	0	0	0	0.0172443524745646	1	0.0281056773468241	1	0	0	0	0	0	0	0	0	0	0	0.0203815424751345	5	0	0	0.0173550850399167	5	0.0173280194073817	1	0.00966837474620516	2	0	0	0	0	0.00464403473737984	1	0	0	0	0	0.0802782981000803	3	0.00925925925925926	1	0	0	0.0177484787018256	7	0.0066613375965894	1
Stage II sporulation protein D (SpoIID)	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0.0110864745011087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stage II sporulation serine phosphatase for sigma-F activation (SpoIIE)	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stage IV sporulation pro-sigma-K processing enzyme (SpoIVFB)	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Stage IV sporulation protein A	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Stage V sporulation protein B	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209380234505863	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stage V sporulation protein involved in spore cortex synthesis (SpoVR)	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22417658216934	13	0	0	0	0	0	0	0	0	0	0	0	0	0.0163052339801076	4	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stage V sporulation protein required for dehydratation of the spore core and assembly of the coat (SpoVS)	SpoVS_protein_family	""	Dormancy and Sporulation	0.0093257483913084	2	0	0	0	0	0	0	0.0221729490022173	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Stage V sporulation protein whose disruption leads to the production of immature spores (SpoVK)	Sporulation_gene_orphans	""	Dormancy and Sporulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0956233909525561	26	0	0	0	0	0	0	0	0	0	0	0.0182066454255803	6	0	0	0	0	0.0447647611799991	10	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Starvation lipoprotein Slp	Carbon_Starvation	""	Stress Response	0	0	0	0	0	0	0	0	0	0	0	0	0.00531801744309721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Starvation lipoprotein Slp paralog	Carbon_Starvation	""	Stress Response	0	0	0.0189083574940124	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0.0562113546936481	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Starvation sensing protein RspA	Carbon_Starvation	""	Stress Response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172443524745646	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0.00676086809546346	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
StbD replicon stabilization protein (antitoxin to StbE)	Toxin-antitoxin_replicon_stabilization_systems	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sterol regulatory element binding transcription factor sre2	Regulatory_Intramembrane_Proteolysis_Pathways	Regulation and Cell signaling	Proteolytic pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447647611799991	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptothricin acetyltransferase, Streptomyces lavendulae type	Streptothricin_resistance	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185185185185	2	0	0	0	0	0	0
Stringent starvation protein A	Carbon_Starvation	""	Stress Response	0	0	0	0	0.00521131898483506	1	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292654375182909	2	0	0	0	0	0.00910332271279017	3	0	0	0.0203815424751345	5	0.00447647611799991	1	0.01041305102395	3	0.0173280194073817	1	0.00966837474620516	2	0.00493461633358006	1	0.00676086809546346	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stringent starvation protein B	Carbon_Starvation	""	Stress Response	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163052339801076	4	0.00895295223599982	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0	0	0	0
Structure-specific tRNA-binding protein	tRNA_aminoacylation,_Met	Protein Metabolism	Protein biosynthesis	0	0	0.0441195008193622	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Substrate-specific component BL0695 of predicted ECF transporter	ECF_class_transporters	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109223963737644	2	0	0	0	0
Substrate-specific component BioY of biotin ECF transporter	Biotin_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0.0292654375182909	2	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0.00253549695740365	1	0	0
Substrate-specific component CbiM of cobalt ECF transporter	Transport_of_Nickel_and_Cobalt	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281056773468241	1	0.0146327187591455	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00760649087221095	3	0	0
Substrate-specific component NiaX of predicted niacin ECF transporter	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Substrate-specific component NikM of nickel ECF transporter	ECF_class_transporters	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Substrate-specific component NikM of nickel ECF transporter	Transport_of_Nickel_and_Cobalt	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928806947475967	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0066613375965894	1
Substrate-specific component PdxU of predicted pyridoxine ECF transporter	ECF_class_transporters	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
