enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	SRR29355722	SRR29355723	SRR29355724	SRR29355725	SRR29355726	SRR29355727	SRR29355728	SRR29355729	SRR29355730	SRR29355731	SRR29355732	SRR29355733	SRR29355734	SRR29355735	SRR29355736	SRR29355737	SRR29355738	SRR29355739	SRR29355740	SRR29355741	SRR29355742	SRR29355743	SRR29355744	SRR29355745	SRR29355746	SRR29355747	SRR29355748	SRR29355749	SRR29355750	SRR29355751	SRR29355752	SRR29355753
Putative 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase oxidoreductase protein (EC 1.2.1.60)	Aromatic_amino_acid_degradation	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative CDP-glycerol:glycerophosphate glycerophosphotransferase (EC 2.7.8.-)	Teichoic_and_lipoteichoic_acids_biosynthesis	Cell Wall and Capsule	Gram-Positive cell wall components	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative DNA-binding protein in cluster with Type I restriction-modification system	Restriction-Modification_System	""	DNA Metabolism	0	11	0	4	1	1	0	0	0	0	0	4	0	0	0	7	2	0	0	1	0	0	0	3	0	0	1	0	0	0	5	0
Putative GTP-binding protien TM0445	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0
Putative Holliday junction resolvase (EC 3.1.-.-)	CBSS-281090.3.peg.464	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
Putative Holliday junction resolvase (EC 3.1.-.-)	CBSS-320372.3.peg.6046	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase	Teichuronic_acid_biosynthesis	Cell Wall and Capsule	Gram-Positive cell wall components	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative NADP-dependent oxidoreductase PA1648	Quinone_oxidoreductase_family	""	Respiration	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Putative OMR family iron-siderophore receptor precursor	Ton_and_Tol_transport_systems	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Putative RNA-binding protein COG1094	rRNA_modification_Archaea	RNA Metabolism	RNA processing and modification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Putative SigmaB asociated two-component system sensor protein	SigmaB_stress_responce_regulation	""	Stress Response	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0
Putative TEGT family carrier/transport protein	CBSS-326442.4.peg.1852	Clustering-based subsystems	Translation	6	20	6	50	4	1	14	0	2	7	0	0	1	1	0	21	0	22	2	9	5	3	5	1	2	9	0	0	3	4	12	2
Putative Ton-B dependent hemine receptor	Ton_and_Tol_transport_systems	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Putative Zn-dependent hydrolase in polyisoprenoid biosynthetic cluster	Archaeal_lipids	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	7	0	0	0	2	0	1	6	0	0	0	0	1
Putative Zn-dependent oxidoreductase PA5234	Quinone_oxidoreductase_family	""	Respiration	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	4	0	0	0	0	2	1	0
Putative activity regulator of membrane protease YbbK	YbbK	""	Miscellaneous	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative analog of CcoH, COG3198	Biogenesis_of_cbb3-type_cytochrome_c_oxidases	""	Respiration	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative arylsulfatase regulatory protein	Alkanesulfonate_assimilation	Sulfur Metabolism	Organic sulfur assimilation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Putative bacterial haemoglobin	Bacterial_hemoglobins	""	Stress Response	0	0	2	22	0	0	12	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	6	0	4	0	0	1	0	0	0	0
Putative capsular polysaccharide transport protein YegH	Capsular_Polysaccharides_Biosynthesis_and_Assembly	Cell Wall and Capsule	Capsular and extracellular polysacchrides	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative coenzyme F420-dependent oxidoreductase MJ1349	Coenzyme_F420_hydrogenase	Respiration	Electron donating reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	8	1	0	0	0	0
Putative conjugative transposon mobilization protein BF0132	Conjugative_transposon,_Bacteroidales	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative coproporphyrinogen III oxidase of BS HemN-type, oxygen-independent (EC 1.3.99.22), in heat shock gene cluster	Heat_shock_dnaK_gene_cluster_extended	Stress Response	Heat shock	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Putative cytochrome C-type biogenesis protein	Biogenesis_of_c-type_cytochromes	""	Respiration	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	1
Putative cytoplasmic protein USSDB7A	USS-DB-7	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
Putative cytoplasmic protein clustered with trehalase	Trehalose_Uptake_and_Utilization	Carbohydrates	Di- and oligosaccharides	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative deacetylase YgeY	Putative_diaminopropionate_ammonia-lyase_cluster	Clustering-based subsystems	Clustering-based subsystems	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Putative deoxyribonuclease YcfH	YcfH	""	DNA Metabolism	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	10	0	2	3	2	0	0	3	0	4	1	0	0	4	0
Putative deoxyribonuclease YjjV	YcfH	""	DNA Metabolism	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative deoxyribonuclease similar to YcfH, type 4	YcfH	""	DNA Metabolism	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Putative deoxyribose-specific ABC transporter, ATP-binding protein	Deoxyribose_and_Deoxynucleoside_Catabolism	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Putative deoxyribose-specific ABC transporter, permease protein	Deoxyribose_and_Deoxynucleoside_Catabolism	Carbohydrates	Monosaccharides	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative diheme cytochrome c-553	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0
Putative dihydroxyacetone kinase (EC 2.7.1.29), dihydroxyacetone binding subunit	Dihydroxyacetone_kinases	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative esterase, FIGfam005057	CBSS-342610.3.peg.1794	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Putative fatty acid desaturase (EC 1.14.-.-)	Sphingolipid_biosynthesis	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Putative formate dehydrogenase iron-sulfur subunit (EC 1.2.1.2)	Formate_hydrogenase	""	Respiration	1	0	0	22	11	0	1	0	1	1	0	0	0	0	1	14	0	3	4	0	2	0	0	0	5	2	0	0	0	0	1	1
Putative formate dehydrogenase oxidoreductase protein	Formate_hydrogenase	""	Respiration	0	0	3	1	0	0	0	0	0	0	0	0	0	8	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
Putative formate dehydrogenase-specific chaperone	Formate_hydrogenase	""	Respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	1	0	1	3	0	0	0	0	0	0	3	1	0
Putative glucanase glgE (EC 3.2.1.-)	Trehalose_Biosynthesis	Carbohydrates	Di- and oligosaccharides	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative glutathione transporter, permease component	Utilization_of_glutathione_as_a_sulphur_source	Sulfur Metabolism	Organic sulfur assimilation	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
Putative glutathione transporter,solute-binding component	Utilization_of_glutathione_as_a_sulphur_source	Sulfur Metabolism	Organic sulfur assimilation	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Putative gluthatione transporter,solute-binding component	Utilization_of_glutathione_as_a_sulphur_source	Sulfur Metabolism	Organic sulfur assimilation	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Putative glycogen debranching enzyme, archaeal type, TIGR01561	Glycogen_metabolism	Carbohydrates	Polysaccharides	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Putative glycosyltransferase	CBSS-296591.1.peg.2330	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Putative glycosyltransferase protein	CBSS-258594.1.peg.3339	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative heat shock protein YegD	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Putative hydroxycinnamate transporter	Phenylpropanoid_compound_degradation	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative inner membrane protein YjeT (clustered with HflC)	Hfl_operon	""	Stress Response	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative insecticidal toxin complex	cAMP_signaling_in_bacteria	""	Regulation and Cell signaling	0	0	0	0	0	12	0	0	1	2	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	2	0	0	0	0	7	1
Putative membrane protein YeiH	YeiH	Clustering-based subsystems	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative membrane protein YfcA	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Putative membrane protein found fused to lysyl-tRNA synthetase like protein	tRNA_aminoacylation,_Lys	Protein Metabolism	Protein biosynthesis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Putative membrane protein, clustering with ActP	Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	Carbohydrates	Central carbohydrate metabolism	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
Putative membrane protein, clustering with ActP PaaL	Phenylacetyl-CoA_catabolic_pathway_(core)	""	Metabolism of Aromatic Compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative membrane transporter ATPase,YhiD	Periplasmic_Acid_Stress_Response_in_Enterobacteria	Stress Response	Periplasmic Stress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Putative membrane-bound ClpP-class protease associated with aq_911	YbbK	""	Miscellaneous	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	1	5	0	1	0	0	0	0	100	0	0	0	0	0	3	1
Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family	Zinc_regulated_enzymes	""	Regulation and Cell signaling	0	11	1	0	0	0	2	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	4	0	0
Putative mobilization protein BF0133	Conjugative_transposon,_Bacteroidales	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0
Putative outer membrane TonB-dependent receptor associated with haemagglutinin family outer membrane protein	Trans-envelope_signaling_system_VreARI_in_Pseudomonas	""	Regulation and Cell signaling	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative oxidoreductase YdjL	Unknown_carbohydrate_utilization_(_cluster_Ydj_)	""	Carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Putative oxidoreductase YncB	Broadly_distributed_proteins_not_in_subsystems	""	Miscellaneous	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	2	0	4	0	0	0	0	3	0	45	4	0	1	0	0	0	1
Putative parvulin type peptidyl-prolyl isomerase, similarity with PrsA foldase	Peptidyl-prolyl_cis-trans_isomerase	Protein Metabolism	Protein folding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Putative periplasmic phosphate-binding protein PstS (Mycoplasma type)	Phosphate_metabolism	""	Phosphorus Metabolism	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Putative permease PerM (= YfgO)	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	2
Putative permease often clustered with de novo purine synthesis	ZZ_gjo_need_homes	""	Miscellaneous	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative pheromone precursor lipoprotein	Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes	""	Regulation and Cell signaling	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative phosphatase YieH	2-phosphoglycolate_salvage	DNA Metabolism	DNA repair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
Putative phosphatase YqaB	2-phosphoglycolate_salvage	DNA Metabolism	DNA repair	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Putative phosphoenolpyruvate synthase/pyruvate phosphate dikinase, N-terminal domain	Glycolysis_and_Gluconeogenesis	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative polyribitolphosphotransferase	Teichoic_and_lipoteichoic_acids_biosynthesis	Cell Wall and Capsule	Gram-Positive cell wall components	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Putative preQ0 transporter	Queuosine-Archaeosine_Biosynthesis	RNA Metabolism	RNA processing and modification	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Putative predicted metal-dependent hydrolase	Restriction-Modification_System	""	DNA Metabolism	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative prenyltransferase, contains 1,4-dihydroxy-2-naphthoate octaprenyltransferase domain	Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes	""	Regulation and Cell signaling	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative reductase (alkanesulfonate metabolism)	Putative_sulfate_assimilation_cluster	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative regulatory protein associated with the ectoine operon	Ectoine_biosynthesis_and_regulation	Stress Response	Osmotic stress	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative secretion system component EssB/YukC	ESAT-6_proteins_secretion_system_in_Firmicutes	Membrane Transport	Protein translocation across cytoplasmic membrane	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative sensor-like histidine kinase YfhK	Orphan_regulatory_proteins	""	Regulation and Cell signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Putative sensory histidine kinase YfhA	Orphan_regulatory_proteins	""	Regulation and Cell signaling	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Putative stomatin/prohibitin-family membrane protease subunit YbbK	YbbK	""	Miscellaneous	0	2	2	6	2	1	0	0	1	1	5	0	0	3	2	9	4	13	1	7	0	0	7	0	7	0	1	0	4	2	31	0
Putative stomatin/prohibitin-family membrane protease subunit aq_911	YbbK	""	Miscellaneous	0	0	0	0	0	0	0	0	0	42	3	0	0	0	2	8	1	4	0	3	0	2	8	4	7	0	2	0	0	0	4	1
Putative sucrose phosphorylase (EC 2.4.1.7)	Maltose_and_Maltodextrin_Utilization	Carbohydrates	Di- and oligosaccharides	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Putative sugar ABC transport system, periplasmic binding protein YtfQ precursor	Cluster_Ytf_and_putative_sugar_transporter	Clustering-based subsystems	Carbohydrates	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative sugar ABC transport system, periplasmic binding protein YtfQ precursor	Putative_sugar_ABC_transporter_(ytf_cluster)	Clustering-based subsystems	Carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative sugar isomerase involved in processing of exogenous sialic acid	Sialic_Acid_Metabolism	Cell Wall and Capsule	Capsular and extracellular polysacchrides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Putative sulfate permease	Inorganic_Sulfur_Assimilation	Sulfur Metabolism	Inorganic sulfur assimilation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0
Putative transcription antitermination protein NusG	Transcription_elongation_factors,_archaeal	RNA Metabolism	Transcription	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	5	0	0	0	5	0	0	0	1	0	0	0	0
Putative transport protein YdjK, MFS superfamily	Unknown_carbohydrate_utilization_(_cluster_Ydj_)	""	Carbohydrates	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative two-component response regulator	Two-component_regulatory_systems_in_Campylobacter	""	Regulation and Cell signaling	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Putative two-component response regulator and GGDEF family protein YeaJ	Orphan_regulatory_proteins	""	Regulation and Cell signaling	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putative two-component response regulator and GGDEF family protein YeaJ	Unknown_carbohydrate_utilization_(_cluster_Ydj_)	""	Carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Putative two-component sensor histidine kinase	Two-component_regulatory_systems_in_Campylobacter	""	Regulation and Cell signaling	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Putative two-domain glycosyltransferase	LOS_core_oligosaccharide_biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	24	0	0	0	0	1	0
Putative uncharacterized protein TTHA1760	CBSS-269799.3.peg.2220	Clustering-based subsystems	Molybdopterin oxidoreductase	1	0	2	7	1	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0
Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	1	0	0	2	0	1	5	0	3	1	0	0	0	0	0	3	0	8	2	3	0	3	4	0	2	0	0	0	5	11	1	1
Putrescine aminotransferase (EC 2.6.1.82)	Arginine_and_Ornithine_Degradation	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Putrescine aminotransferase (EC 2.6.1.82)	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Putrescine importer	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	2	8	3	0	2	0	0	1	0	0	3	0	0	4	0	10	1	0	1	0	13	0	0	0	0	0	0	0	1	0
Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	2	0	0	4	0	1	1	0	0	0	0	0	1
Putrescine transport system permease protein PotH (TC 3.A.1.11.2)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	4	0	0
Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0
Putrescine utilization regulator	Putrescine_utilization_pathways	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putrescine-ornithine antiporter	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putrescine/proton symporter, putrescine/ornithine antiporter PotE	Polyamine_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PvdE, pyoverdine ABC export system, fused ATPase and permease components	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
PvdO, pyoverdine responsive serine/threonine kinase (predicted by OlgaV)	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyoverdine chromophore precursor synthetase PvdL	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pyoverdine efflux carrier and ATP binding protein	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyoverdine sidechain non-ribosomal peptide synthetase PvdD	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyoverdine sidechain non-ribosomal peptide synthetase PvdI	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pyoverdine sidechain non-ribosomal peptide synthetase PvdJ	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
